ear,mar,pitch,yaw,vit_state,label
0.3537,0.0,3.34,-13.04,0,1
0.3482,0.0196,3.14,-12.98,0,1
0.3407,0.0,2.41,-13.47,0,1
0.3325,0.0,2.82,-13.27,0,1
0.3486,0.0195,1.85,-13.36,0,1
0.3331,0.0,2.55,-13.31,0,1
0.3386,0.0188,2.7,-12.75,0,1
0.3604,0.0,2.72,-13.16,0,1
0.3486,0.0,2.77,-13.96,0,1
0.3421,0.0,3.14,-13.5,0,1
0.067,0.0,2.4,-12.96,0,1
0.2599,0.0191,1.54,-13.55,0,1
0.3203,0.0,2.07,-13.04,0,1
0.3361,0.0,2.15,-12.98,0,1
0.3322,0.0,2.34,-13.44,0,1
0.3652,0.0,1.86,-12.97,0,1
0.3501,0.0,1.96,-12.89,0,1
0.3862,0.0199,1.56,-13.73,0,1
0.3548,0.0,1.75,-12.87,0,1
0.33,0.0,1.99,-12.96,0,1
0.3601,0.0,2.03,-13.0,0,1
0.3515,0.0191,2.33,-12.62,0,1
0.3344,0.0,1.74,-13.06,0,1
0.3331,0.0187,1.61,-12.5,0,1
0.3485,0.0,1.23,-12.73,0,1
0.3445,0.0191,1.29,-13.02,0,1
0.3457,0.0,1.52,-12.81,0,1
0.351,0.0,1.34,-12.85,0,1
0.3362,0.0,1.44,-12.4,0,1
0.3386,0.0,1.55,-12.55,0,1
0.3155,0.0,1.11,-12.71,0,1
0.3247,0.0,1.1,-11.69,0,1
0.3318,0.0,1.02,-12.05,0,1
0.337,0.0,0.9,-11.99,0,1
0.3337,0.0,0.93,-12.03,0,1
0.3473,0.0,1.58,-12.28,0,1
0.3351,0.0184,1.44,-12.12,0,1
0.3181,0.0198,0.53,-12.02,0,1
0.3397,0.0191,1.49,-12.2,0,1
0.3339,0.0,1.85,-12.87,0,1
0.3474,0.0,1.69,-12.43,0,1
0.3057,0.0184,1.77,-12.4,0,1
0.0767,0.0195,2.15,-12.92,0,1
0.2216,0.0191,2.12,-12.89,0,1
0.3007,0.0,2.36,-12.98,0,1
0.306,0.0,2.3,-12.65,0,1
0.3167,0.0184,2.47,-12.1,0,1
0.3068,0.0,2.26,-12.46,0,1
0.3266,0.0,2.73,-12.33,0,1
0.3215,0.0,2.96,-13.05,0,1
0.335,0.0,2.86,-12.98,0,1
0.3257,0.0192,2.23,-13.18,0,1
0.3419,0.0,3.01,-13.38,0,1
0.3509,0.0188,2.84,-13.55,0,1
0.3405,0.0,2.61,-12.91,0,1
0.3297,0.0,1.99,-13.26,0,1
0.326,0.0,2.87,-13.15,0,1
0.3577,0.0,2.85,-13.7,0,1
0.3264,0.0,3.32,-13.76,0,1
0.3435,0.0,3.29,-13.26,0,1
0.3327,0.0,3.29,-12.83,0,1
0.3339,0.0188,2.74,-12.97,0,1
0.3396,0.0189,3.01,-12.76,0,1
0.3442,0.0182,2.94,-12.88,0,1
0.336,0.0,2.64,-13.3,0,1
0.3209,0.0185,3.3,-13.09,0,1
0.3124,0.0,3.05,-13.2,0,1
0.3379,0.0196,2.26,-13.11,0,1
0.3298,0.0,2.88,-13.46,0,1
0.3402,0.0,1.78,-13.16,0,1
0.3438,0.0,0.62,-12.39,0,1
0.3495,0.0,2.16,-13.07,0,1
0.3665,0.0,1.28,-12.21,0,1
0.3479,0.0,1.75,-12.75,0,1
0.3443,0.0,2.38,-12.57,0,1
0.34,0.0,2.05,-12.6,0,1
0.3329,0.0,1.88,-13.42,0,1
0.3464,0.0189,2.68,-12.68,0,1
0.3041,0.0,1.82,-13.61,0,1
0.3243,0.0,2.9,-12.47,0,1
0.3318,0.0,2.04,-12.51,0,1
0.3093,0.0,2.5,-12.49,0,1
0.3532,0.0,3.01,-13.49,0,1
0.3208,0.0185,2.09,-12.66,0,1
0.3163,0.0191,1.05,-12.29,0,1
0.3323,0.0191,0.88,-11.71,0,1
0.341,0.0191,-1.14,-10.91,0,1
0.3633,0.0194,-2.54,-10.26,0,1
0.382,0.0202,-3.16,-11.23,0,1
0.3602,0.0,-3.34,-10.95,0,1
0.3831,0.0,-4.04,-11.31,0,1
0.3673,0.0,-3.76,-10.41,0,1
0.3859,0.0205,-4.55,-9.82,0,1
0.3855,0.0292,-4.77,-9.67,0,1
0.0911,0.0267,-4.82,-10.61,0,1
0.3201,0.0,-5.0,-9.48,0,1
0.3574,0.0203,-4.15,-9.86,0,1
0.3978,0.0207,-4.1,-9.57,0,1
0.3796,0.028,-3.97,-10.24,0,1
0.3832,0.0,-3.43,-10.01,0,1
0.3769,0.0203,-3.53,-10.27,0,1
0.3976,0.0281,-3.53,-10.04,0,1
0.3999,0.0286,-3.53,-9.62,0,1
0.4294,0.0292,-2.96,-10.14,0,1
0.3953,0.0286,-2.71,-10.12,0,1
0.3856,0.0286,-2.16,-9.94,0,1
0.3728,0.0271,-1.48,-9.88,0,1
0.3632,0.0,-1.3,-10.5,0,1
0.346,0.0,-0.55,-10.53,0,1
0.0845,0.0203,3.1,-12.31,0,1
0.2938,0.0,3.79,-13.64,0,1
0.3386,0.019,3.84,-13.52,0,1
0.3562,0.0,3.67,-13.32,0,1
0.3802,0.0,3.74,-13.47,0,1
0.4025,0.0,4.21,-13.72,0,1
0.4025,0.02,3.92,-13.91,0,1
0.3916,0.0,4.11,-14.01,0,1
0.3511,0.0,3.5,-13.56,0,1
0.3278,0.0,3.39,-13.38,0,1
0.0943,0.0,4.61,-13.16,0,1
0.1385,0.0,3.41,-11.03,0,1
0.2597,0.0161,2.99,-9.69,0,1
0.283,0.0,2.46,-8.77,0,1
0.3156,0.0164,1.63,-7.56,0,1
0.3076,0.0164,1.43,-7.32,0,1
0.3254,0.0,0.98,-7.09,0,1
0.3276,0.0,0.74,-7.16,0,1
0.338,0.0236,0.49,-7.34,0,1
0.3429,0.0,0.43,-7.22,0,1
0.3513,0.0,0.58,-7.09,0,1
0.3452,0.0,0.56,-7.34,0,1
0.3349,0.0,0.27,-7.47,0,1
0.3353,0.0,0.4,-7.43,0,1
0.3352,0.0,0.38,-7.44,0,1
0.3345,0.0,0.47,-7.33,0,1
0.3433,0.0,-0.19,-7.24,0,1
0.33,0.0,-0.02,-7.38,0,1
0.3456,0.0167,-0.01,-6.93,0,1
0.3381,0.0167,-0.39,-6.99,0,1
0.3296,0.0,-0.4,-7.0,0,1
0.3451,0.0,-0.38,-7.13,0,1
0.3414,0.0,-0.2,-7.01,0,1
0.3317,0.0,-0.29,-7.2,0,1
0.3469,0.0166,-0.23,-7.25,0,1
0.3469,0.0,0.17,-7.44,0,1
0.3244,0.0164,0.57,-7.36,0,1
0.3282,0.0166,0.75,-7.66,0,1
0.3366,0.0167,0.85,-7.57,0,1
0.3229,0.0,0.82,-7.82,0,1
0.3287,0.0169,0.79,-8.09,0,1
0.3304,0.0164,1.1,-8.03,0,1
0.2643,0.0232,1.47,-8.62,0,1
0.2845,0.0,1.37,-9.26,0,1
0.3314,0.0,1.23,-9.6,0,1
0.3293,0.0,1.33,-9.91,0,1
0.0998,0.0167,1.98,-9.87,0,1
0.2622,0.0166,2.18,-8.92,0,1
0.3239,0.0166,1.34,-7.92,0,1
0.3543,0.0164,0.73,-7.65,0,1
0.3604,0.0,-0.11,-6.94,0,1
0.3442,0.0169,-0.46,-6.73,0,1
0.3637,0.0164,-0.9,-6.5,0,1
0.3502,0.0167,-0.94,-6.51,0,1
0.3391,0.0,-0.75,-6.59,0,1
0.0909,0.0,-0.16,-7.27,0,1
0.1646,0.0236,-0.38,-8.68,0,1
0.2871,0.0,0.02,-9.77,0,1
0.3311,0.0,0.18,-10.12,0,1
0.3207,0.0171,0.38,-10.35,0,1
0.3331,0.0,0.69,-10.57,0,1
0.3386,0.0,1.06,-10.28,0,1
0.3428,0.017,1.05,-10.45,0,1
0.3431,0.017,1.36,-10.41,0,1
0.3481,0.0,1.79,-10.65,0,1
0.3487,0.0,1.54,-10.54,0,1
0.3519,0.0,1.41,-10.6,0,1
0.3259,0.0175,1.75,-10.8,0,1
0.3344,0.0175,1.79,-10.93,0,1
0.3413,0.0175,1.54,-10.88,0,1
0.3295,0.0,1.47,-10.79,0,1
0.3267,0.0,1.53,-10.72,0,1
0.3279,0.0,2.14,-10.57,0,1
0.3426,0.0,1.35,-11.39,0,1
0.3258,0.0,1.31,-11.54,0,1
0.3405,0.0,1.91,-11.45,0,1
0.3373,0.0,2.84,-11.69,0,1
0.3321,0.0,3.85,-12.31,0,1
0.3117,0.0,5.39,-12.78,0,1
0.3013,0.0,6.95,-12.59,0,1
0.3142,0.0,8.07,-13.01,0,1
0.3188,0.0,8.31,-13.26,0,1
0.3196,0.0,7.23,-13.21,0,1
0.3087,0.0,6.51,-12.97,0,1
0.3265,0.0,6.05,-12.57,0,1
0.3121,0.0,6.67,-12.95,0,1
0.3298,0.0,6.65,-13.44,0,1
0.3327,0.0182,7.07,-13.02,0,1
0.2995,0.0179,6.99,-12.48,0,1
0.3089,0.0,7.04,-13.23,0,1
0.3091,0.0,7.56,-13.08,0,1
0.3099,0.0,7.03,-13.07,0,1
0.3238,0.0,7.2,-13.39,0,1
0.2978,0.0179,6.87,-12.56,0,1
0.3205,0.0,6.56,-12.27,0,1
0.3187,0.0,5.63,-12.06,0,1
0.3028,0.0,4.55,-12.11,0,1
0.1455,0.0,5.36,-12.8,0,1
0.3554,0.0208,3.77,-12.23,0,1
0.4292,0.0,1.88,-12.33,0,1
0.424,0.0227,2.13,-13.35,0,1
0.4182,0.0,0.82,-13.3,0,1
0.4421,0.0,2.14,-13.48,0,1
0.417,0.0,3.18,-13.77,0,1
0.4538,0.0,4.31,-14.21,0,1
0.4614,0.0217,4.45,-14.33,0,1
0.431,0.0223,4.44,-13.45,0,1
0.4219,0.0,5.4,-14.39,0,1
0.4178,0.0,5.56,-14.14,0,1
0.2215,0.0,5.2,-13.18,0,1
0.1152,0.0,5.61,-12.37,0,1
0.3251,0.0,3.97,-13.57,0,1
0.3717,0.0195,3.09,-13.14,0,1
0.3579,0.0199,3.62,-12.63,0,1
0.367,0.0197,3.17,-12.3,0,1
0.3632,0.0197,2.56,-12.06,0,1
0.3525,0.0,2.88,-12.99,0,1
0.3456,0.0,2.86,-12.48,0,1
0.359,0.019,3.17,-12.96,0,1
0.3673,0.0,3.72,-12.87,0,1
0.3567,0.0,3.6,-13.13,0,1
0.3534,0.0,4.5,-13.36,0,1
0.3489,0.0,3.91,-13.39,0,1
0.3521,0.0,3.89,-13.18,0,1
0.3642,0.0,3.29,-13.05,0,1
0.3537,0.0,2.07,-12.84,0,1
0.3667,0.0196,1.86,-12.35,0,1
0.3411,0.0,2.76,-12.61,0,1
0.3564,0.0,3.4,-13.05,0,1
0.3369,0.0,3.35,-13.2,0,1
0.3732,0.0,4.03,-13.16,0,1
0.3478,0.0,3.78,-11.9,0,1
0.3484,0.0192,3.52,-11.63,0,1
0.3596,0.0,3.07,-11.3,0,1
0.3588,0.0,3.53,-12.52,0,1
0.3535,0.0,2.73,-12.65,0,1
0.3514,0.0,2.93,-12.22,0,1
0.3631,0.0,2.43,-12.28,0,1
0.3353,0.0192,2.47,-12.61,0,1
0.3285,0.0,3.19,-11.96,0,1
0.3586,0.0189,3.2,-12.44,0,1
0.3563,0.0,2.81,-12.12,0,1
0.3419,0.0,3.25,-12.6,0,1
0.3346,0.0,3.42,-12.21,0,1
0.333,0.0,3.71,-11.6,0,1
0.355,0.0,3.49,-11.78,0,1
0.3302,0.0,4.11,-11.88,0,1
0.3881,0.0,4.11,-12.12,0,1
0.4099,0.0,4.82,-13.23,0,1
0.4303,0.0,4.58,-13.6,0,1
0.4419,0.0196,4.67,-13.81,0,1
0.3831,0.0,5.43,-13.64,0,1
0.4332,0.0,5.41,-13.64,0,1
0.4028,0.0192,4.8,-13.22,0,1
0.4179,0.0,4.83,-13.44,0,1
0.4417,0.0,4.38,-14.1,0,1
0.4189,0.0202,4.5,-14.25,0,1
0.4626,0.0194,4.39,-14.55,0,1
0.43,0.0,4.47,-12.62,0,1
0.4279,0.0,4.15,-12.05,0,1
0.4339,0.0263,4.52,-12.82,0,1
0.4579,0.0191,5.47,-13.12,0,1
0.439,0.0,4.52,-12.74,0,1
0.434,0.0,5.19,-13.02,0,1
0.4103,0.0,4.4,-12.24,0,1
0.1224,0.0189,4.42,-12.35,0,1
0.1492,0.0,4.22,-12.35,0,1
0.3069,0.0,4.23,-13.35,0,1
0.2972,0.0,3.98,-12.34,0,1
0.3098,0.0,4.23,-12.27,0,1
0.3266,0.0,4.01,-12.34,0,1
0.3152,0.0,4.29,-12.43,0,1
0.3004,0.0,3.79,-12.47,0,1
0.2999,0.0,3.11,-11.86,0,1
0.3205,0.0,3.15,-11.86,0,1
0.3261,0.0,3.03,-11.72,0,1
0.3482,0.0177,3.03,-12.12,0,1
0.3501,0.0,3.24,-11.96,0,1
0.3595,0.0,3.27,-11.98,0,1
0.3451,0.0177,3.62,-12.07,0,1
0.3521,0.0174,3.43,-12.24,0,1
0.3415,0.0,3.72,-12.02,0,1
0.3399,0.0176,3.66,-12.11,0,1
0.3607,0.0,3.28,-12.29,0,1
0.3379,0.0,3.59,-11.86,0,1
0.3288,0.0,3.62,-11.89,0,1
0.3202,0.0,3.47,-12.5,0,1
0.3155,0.0,4.1,-12.87,0,1
0.3375,0.0,4.34,-12.82,0,1
0.3288,0.0174,4.45,-12.8,0,1
0.3213,0.0,4.26,-12.48,0,1
0.341,0.017,4.18,-12.32,0,1
0.3413,0.0,4.05,-12.19,0,1
0.3484,0.0168,3.87,-12.02,0,1
0.3487,0.0,3.61,-12.26,0,1
0.3335,0.0177,3.43,-12.2,0,1
0.3451,0.0,3.75,-12.56,0,1
0.3612,0.0177,3.8,-12.38,0,1
0.3278,0.0,3.83,-12.5,0,1
0.3394,0.0,3.65,-12.4,0,1
0.3526,0.0,3.48,-12.11,0,1
0.3432,0.0177,3.2,-12.22,0,1
0.3489,0.0174,3.29,-12.4,0,1
0.3351,0.0,2.96,-12.32,0,1
0.3227,0.0,3.16,-12.34,0,1
0.3465,0.0,3.4,-12.28,0,1
0.061,0.0,3.78,-11.88,0,1
0.2643,0.0,4.85,-11.07,0,1
0.3037,0.017,3.76,-10.44,0,1
0.3247,0.0168,4.18,-9.85,0,1
0.3255,0.0,3.42,-8.88,0,1
0.3075,0.0168,3.55,-8.4,0,1
0.3341,0.0171,1.93,-7.79,0,1
0.3458,0.0,1.21,-7.18,0,1
0.3324,0.0,0.91,-6.59,0,1
0.3309,0.0,0.82,-6.31,0,1
0.3429,0.0,0.64,-6.16,0,1
0.3376,0.0166,0.58,-5.99,0,1
0.3169,0.0169,0.37,-5.96,0,1
0.3156,0.0,0.34,-6.19,0,1
0.313,0.0,0.69,-7.26,0,1
0.2965,0.0,1.93,-9.0,0,1
0.3012,0.0,2.41,-10.06,0,1
0.3397,0.0,3.0,-11.32,0,1
0.3247,0.0171,3.04,-11.46,0,1
0.3262,0.0,3.3,-11.94,0,1
0.3408,0.0,3.4,-11.87,0,1
0.3344,0.0,2.92,-11.75,0,1
0.349,0.0173,2.62,-11.8,0,1
0.3508,0.017,3.0,-11.82,0,1
0.331,0.0,2.58,-11.69,0,1
0.3132,0.0174,2.89,-11.44,0,1
0.327,0.0,3.07,-11.23,0,1
0.2281,0.0174,3.04,-11.07,0,1
0.1854,0.0,3.12,-9.92,0,1
0.2766,0.0168,2.99,-8.31,0,1
0.322,0.0,1.34,-7.59,0,1
0.3185,0.0,0.43,-6.77,0,1
0.3354,0.0163,0.11,-6.14,0,1
0.3477,0.0,-0.3,-5.74,0,1
0.3396,0.0,-0.33,-5.88,0,1
0.3323,0.0166,-0.4,-5.94,0,1
0.339,0.0163,-0.36,-5.88,0,1
0.3379,0.0163,-0.38,-5.67,0,1
0.3277,0.0231,-0.31,-5.93,0,1
0.341,0.0169,-0.04,-6.01,0,1
0.331,0.0,0.12,-6.32,0,1
0.3368,0.0,0.07,-6.4,0,1
0.3325,0.0,0.21,-6.57,0,1
0.3387,0.0,0.12,-6.8,0,1
0.3251,0.0166,0.49,-6.89,0,1
0.3356,0.0,0.85,-7.11,0,1
0.284,0.0,0.72,-6.63,0,1
0.1548,0.0163,0.26,-6.31,0,1
0.2872,0.0166,0.42,-6.24,0,1
0.3293,0.0,0.09,-6.16,0,1
0.3189,0.0,-0.09,-6.05,0,1
0.3206,0.0164,-0.03,-5.96,0,1
0.3265,0.0164,-0.01,-6.02,0,1
0.3313,0.0161,-0.16,-5.78,0,1
0.339,0.0,-0.12,-5.8,0,1
0.3405,0.0,-0.03,-6.28,0,1
0.3458,0.0,-0.03,-6.47,0,1
0.3511,0.0,-0.17,-6.87,0,1
0.348,0.0,0.07,-6.71,0,1
0.3519,0.0,0.05,-6.8,0,1
0.3532,0.0,0.15,-6.89,0,1
0.3532,0.0,0.26,-7.07,0,1
0.3595,0.0,0.35,-7.18,0,1
0.3526,0.0,0.57,-7.49,0,1
0.3286,0.0,1.11,-7.82,0,1
0.2766,0.0166,1.68,-8.21,0,1
0.3056,0.0166,1.9,-9.06,0,1
0.3109,0.0,0.87,-8.85,0,1
0.2935,0.0169,1.14,-8.86,0,1
0.3178,0.0,1.39,-8.72,0,1
0.3061,0.0,1.0,-8.76,0,1
0.3262,0.0,1.45,-8.55,0,1
0.2983,0.0,1.24,-8.44,0,1
0.3097,0.0166,1.34,-8.43,0,1
0.3086,0.0,1.28,-8.52,0,1
0.3073,0.0,1.29,-8.69,0,1
0.2997,0.0166,1.22,-8.67,0,1
0.314,0.0,1.21,-8.76,0,1
0.322,0.0,1.22,-8.63,0,1
0.3185,0.0,1.23,-8.57,0,1
0.3263,0.0,1.53,-8.54,0,1
0.2679,0.0169,1.22,-8.43,0,1
0.0514,0.0,1.68,-8.0,0,1
0.249,0.0,1.29,-7.16,0,1
0.3086,0.0161,0.58,-6.79,0,1
0.3335,0.0,0.19,-6.68,0,1
0.3303,0.0,-0.13,-6.74,0,1
0.3413,0.0,-0.21,-6.54,0,1
0.347,0.0181,2.55,-11.04,0,1
0.3537,0.0,3.62,-13.21,0,1
0.3435,0.0,3.85,-12.7,0,1
0.3435,0.0189,4.17,-12.88,0,1
0.3522,0.0,4.19,-12.81,0,1
0.3487,0.0,4.12,-12.96,0,1
0.3415,0.0,4.16,-12.85,0,1
0.3535,0.0189,4.11,-12.89,0,1
0.3371,0.0,4.07,-12.69,0,1
0.3411,0.0,3.9,-12.67,0,1
0.3584,0.0,3.86,-12.39,0,1
0.3415,0.0,3.88,-12.08,0,1
0.3494,0.0,3.69,-12.23,0,1
0.3343,0.0,3.82,-12.28,0,1
0.2652,0.0,4.08,-12.94,0,1
0.2228,0.0,4.99,-13.61,0,1
0.3523,0.0,3.94,-14.22,0,1
0.3895,0.0212,3.78,-14.73,0,1
0.4457,0.0215,3.77,-14.49,0,1
0.4434,0.0231,3.39,-14.11,0,1
0.4577,0.0232,3.21,-13.68,0,1
0.4362,0.0462,3.22,-14.4,0,1
0.4579,0.0231,3.34,-14.58,0,1
0.2433,0.0,3.54,-14.41,0,1
0.2513,0.0,4.4,-14.17,0,1
0.3539,0.0278,3.94,-14.18,0,1
0.4247,0.0,3.3,-13.75,0,1
0.3872,0.0,3.12,-12.94,0,1
0.3943,0.0,3.04,-13.07,0,1
0.3817,0.019,2.63,-12.36,0,1
0.3747,0.0,2.57,-12.47,0,1
0.3863,0.0,2.26,-12.28,0,1
0.3731,0.0,2.45,-12.13,0,1
0.3647,0.0182,3.01,-12.16,0,1
0.3824,0.0,3.33,-12.24,0,1
0.3641,0.0,3.04,-11.9,0,1
0.3489,0.0,3.55,-12.15,0,1
0.3411,0.0261,3.1,-12.01,0,1
0.3479,0.0,3.06,-11.76,0,1
0.3489,0.0,3.1,-11.64,0,1
0.3641,0.0186,3.02,-11.63,0,1
0.3425,0.0,3.09,-11.77,0,1
0.3588,0.0185,3.09,-11.88,0,1
0.3576,0.0182,3.8,-12.36,0,1
0.3563,0.0,3.87,-12.28,0,1
0.3437,0.0,3.68,-12.08,0,1
0.3498,0.0,3.69,-12.68,0,1
0.3671,0.0185,3.48,-12.06,0,1
0.3727,0.0,3.1,-12.4,0,1
0.361,0.0,3.39,-12.53,0,1
0.3645,0.0,2.78,-12.32,0,1
0.3621,0.0188,3.42,-12.43,0,1
0.3688,0.0,3.57,-12.36,0,1
0.3819,0.0,3.34,-12.53,0,1
0.3692,0.0,3.44,-12.13,0,1
0.3795,0.0,3.14,-12.37,0,1
0.3524,0.0186,3.32,-11.95,0,1
0.3821,0.0192,3.12,-12.46,0,1
0.3726,0.0185,3.04,-12.58,0,1
0.3792,0.0189,3.15,-12.44,0,1
0.376,0.0,3.34,-12.34,0,1
0.3808,0.019,3.38,-12.14,0,1
0.3683,0.0,3.25,-12.43,0,1
0.3742,0.0186,3.57,-11.91,0,1
0.3778,0.0,3.46,-12.56,0,1
0.3649,0.0,3.56,-12.21,0,1
0.3792,0.0,3.49,-12.61,0,1
0.379,0.0194,3.6,-12.08,0,1
0.387,0.0,3.53,-12.39,0,1
0.3854,0.0,3.73,-12.32,0,1
0.3801,0.0,3.34,-12.65,0,1
0.3796,0.019,3.6,-12.05,0,1
0.3916,0.0194,3.78,-12.14,0,1
0.3777,0.0189,3.67,-12.34,0,1
0.0766,0.0186,4.51,-12.19,0,1
0.1308,0.0,4.12,-12.55,0,1
0.2905,0.0,3.93,-12.94,0,1
0.3202,0.0,3.75,-12.8,0,1
0.3502,0.0,3.9,-12.47,0,1
0.3489,0.0,3.54,-12.6,0,1
0.3598,0.0194,3.4,-12.4,0,1
0.3685,0.0,3.82,-12.48,0,1
0.3381,0.0,3.96,-12.58,0,1
0.362,0.0,3.75,-12.52,0,1
0.3433,0.0,3.63,-12.43,0,1
0.3932,0.0,3.74,-12.46,0,1
0.393,0.0193,3.41,-12.08,0,1
0.3839,0.019,3.88,-12.08,0,1
0.3789,0.0,4.56,-13.51,0,1
0.3907,0.0,3.74,-13.26,0,1
0.4283,0.0,3.98,-13.31,0,1
0.4313,0.0,3.97,-14.03,0,1
0.4315,0.0221,3.54,-13.65,0,1
0.4401,0.0,3.58,-13.91,0,1
0.4312,0.0231,3.07,-13.72,0,1
0.2443,0.0232,3.76,-13.6,0,1
0.2086,0.0221,3.87,-12.99,0,1
0.3745,0.0,2.77,-14.15,0,1
0.4351,0.0,2.79,-13.1,0,1
0.4422,0.0204,2.07,-13.26,0,1
0.4435,0.0,1.48,-12.51,0,1
0.4016,0.0,1.67,-12.46,0,1
0.3985,0.0,1.99,-12.49,0,1
0.439,0.0,2.29,-12.63,0,1
0.4599,0.0,2.06,-12.33,0,1
0.4052,0.0192,2.53,-12.15,0,1
0.3686,0.0186,2.8,-12.3,0,1
0.3065,0.0,3.33,-12.67,0,1
0.3113,0.0,3.32,-12.49,0,1
0.28,0.0186,3.47,-12.53,0,1
0.2627,0.0,3.28,-12.59,0,1
0.2552,0.0,3.27,-12.97,0,1
0.279,0.0,2.99,-12.46,0,1
0.2571,0.0194,3.07,-12.69,0,1
0.284,0.0,2.91,-12.29,0,1
0.296,0.0,2.66,-11.7,0,1
0.2826,0.0,2.68,-11.49,0,1
0.2659,0.0,2.69,-11.89,0,1
0.2497,0.0179,2.56,-11.0,0,1
0.2691,0.0,2.48,-11.62,0,1
0.2835,0.0,2.87,-11.37,0,1
0.2805,0.0179,2.96,-11.68,0,1
0.2932,0.0253,2.5,-11.64,0,1
0.3437,0.0181,2.29,-11.5,0,1
0.3613,0.0,2.7,-12.06,0,1
0.3482,0.0,2.95,-12.0,0,1
0.3548,0.0,3.08,-12.35,0,1
0.4012,0.0,3.1,-12.21,0,1
0.4005,0.0194,3.49,-11.79,0,1
0.3609,0.0,3.3,-12.18,0,1
0.3767,0.0185,3.58,-12.18,0,1
0.3783,0.0,3.95,-12.46,0,1
0.3673,0.0,4.07,-12.48,0,1
0.3635,0.0252,4.02,-12.67,0,1
0.3877,0.0,3.54,-12.21,0,1
0.3768,0.0,3.42,-12.29,0,1
0.3703,0.0,3.38,-12.2,0,1
0.373,0.0,3.37,-12.21,0,1
0.3953,0.0183,3.4,-12.25,0,1
0.3884,0.0,3.33,-12.23,0,1
0.3898,0.0,3.39,-12.7,0,1
0.3691,0.0,3.59,-12.54,0,1
0.3922,0.0187,3.67,-12.46,0,1
0.3745,0.0,3.43,-12.61,0,1
0.3823,0.0,4.05,-12.72,0,1
0.3492,0.0,3.25,-12.35,0,1
0.3848,0.0,4.02,-12.45,0,1
0.0891,0.0,4.59,-13.68,0,1
0.1509,0.0,4.85,-13.61,0,1
0.27,0.0,4.53,-13.36,0,1
0.3018,0.0,4.86,-14.25,0,1
0.3215,0.0185,4.18,-13.76,0,1
0.3518,0.0,3.55,-13.37,0,1
0.3338,0.0,3.84,-13.22,0,1
0.3405,0.0,3.78,-13.38,0,1
0.3366,0.0,3.24,-13.83,0,1
0.3252,0.0189,3.91,-13.57,0,1
0.3401,0.0,3.93,-13.63,0,1
0.342,0.0,3.69,-13.96,0,1
0.344,0.0,3.25,-13.37,0,1
0.366,0.0,3.05,-13.52,0,1
0.3752,0.0,3.23,-13.67,0,1
0.3415,0.0196,4.0,-13.86,0,1
0.3709,0.0,3.27,-13.91,0,1
0.392,0.0,3.15,-14.28,0,1
0.3567,0.0,3.5,-14.16,0,1
0.3623,0.0204,3.73,-13.49,0,1
0.3343,0.0196,3.78,-14.14,0,1
0.3236,0.0196,4.23,-13.97,0,1
0.3396,0.0189,3.62,-13.57,0,1
0.3261,0.0179,3.25,-13.24,0,1
0.3513,0.0192,3.21,-13.58,0,1
0.3442,0.0,3.47,-13.31,0,1
0.3431,0.0,4.01,-13.72,0,1
0.331,0.0,4.17,-13.74,0,1
0.3452,0.0185,4.09,-13.91,0,1
0.3446,0.0189,4.11,-13.61,0,1
0.3371,0.0,4.49,-13.5,0,1
0.3348,0.0,4.25,-13.73,0,1
0.3419,0.0,4.08,-13.71,0,1
0.3469,0.0185,4.09,-13.85,0,1
0.3582,0.0,3.92,-13.75,0,1
0.3439,0.0,4.1,-13.74,0,1
0.334,0.0185,4.53,-13.93,0,1
0.3324,0.0192,4.63,-14.05,0,1
0.3333,0.0,4.49,-14.38,0,1
0.352,0.0,5.04,-14.04,0,1
0.3527,0.0,4.79,-14.44,0,1
0.3581,0.0,5.09,-14.3,0,1
0.3637,0.0192,4.6,-14.04,0,1
0.3452,0.0,4.79,-13.96,0,1
0.3637,0.0188,4.34,-13.7,0,1
0.3565,0.0185,4.37,-13.73,0,1
0.358,0.0,4.69,-14.22,0,1
0.3501,0.0,4.53,-14.26,0,1
0.3449,0.0,4.18,-14.0,0,1
0.3728,0.0,4.1,-13.61,0,1
0.3577,0.0191,4.68,-14.02,0,1
0.3661,0.0,5.22,-14.09,0,1
0.3363,0.0,5.17,-13.77,0,1
0.3557,0.0193,5.13,-14.09,0,1
0.3651,0.0188,5.39,-13.35,0,1
0.3283,0.0186,6.18,-13.59,0,1
0.1137,0.0,6.4,-13.23,0,1
0.1634,0.0,5.92,-13.14,0,1
0.2656,0.0,5.38,-13.26,0,1
0.3234,0.0181,4.52,-13.25,0,1
0.3357,0.0,5.04,-13.14,0,1
0.3406,0.0,4.63,-12.95,0,1
0.3293,0.0176,4.5,-12.52,0,1
0.3508,0.0176,4.73,-12.85,0,1
0.3565,0.0,4.23,-12.54,0,1
0.3348,0.0,4.36,-12.26,0,1
0.3491,0.0177,3.51,-12.15,0,1
0.3313,0.0179,3.61,-11.84,0,1
0.331,0.0179,3.45,-11.87,0,1
0.3522,0.0179,3.44,-12.08,0,1
0.3389,0.0,3.73,-12.52,0,1
0.3539,0.0,3.67,-12.14,0,1
0.3415,0.0188,3.36,-12.01,0,1
0.3194,0.0183,3.23,-11.95,0,1
0.3673,0.018,3.88,-12.32,0,1
0.3562,0.0187,3.86,-12.24,0,1
