ear,mar,pitch,yaw,vit_state,label
0.3126,0.0,8.11,8.36,0,1
0.335,0.0127,8.61,8.62,0,1
0.3359,0.0,8.64,9.0,0,1
0.3404,0.0,8.8,9.0,0,1
0.3399,0.0,8.56,8.74,0,1
0.3034,0.0127,8.8,8.59,0,1
0.3348,0.0178,9.39,8.5,0,1
0.3238,0.0125,9.5,8.44,0,1
0.3195,0.0125,9.03,8.37,0,1
0.3162,0.0178,9.02,8.23,0,1
0.3281,0.0127,8.96,8.3,0,1
0.3346,0.0129,8.73,8.53,0,1
0.3213,0.0,8.6,8.09,0,1
0.3151,0.0183,8.87,8.36,0,1
0.3357,0.0128,8.81,8.34,0,1
0.3387,0.013,8.89,8.22,0,1
0.3298,0.0128,9.35,8.0,0,1
0.3272,0.0178,9.04,8.41,0,1
0.3066,0.0125,9.37,8.48,0,1
0.3352,0.0177,8.63,8.55,0,1
0.3245,0.0127,9.05,8.37,0,1
0.3437,0.0,9.03,8.47,0,1
0.3276,0.0,8.58,8.59,0,1
0.3254,0.0,9.17,8.73,0,1
0.3108,0.0,8.66,8.62,0,1
0.2974,0.0124,9.14,8.77,0,1
0.3131,0.0,8.43,9.11,0,1
0.3099,0.0126,8.28,9.24,0,1
0.3054,0.0128,7.7,9.32,0,1
0.3351,0.0,7.06,9.49,0,1
0.3115,0.0,7.35,9.61,0,1
0.3467,0.0,7.22,9.5,0,1
0.3372,0.0,6.97,9.42,0,1
0.3101,0.0128,7.01,9.51,0,1
0.3042,0.0129,7.41,9.19,0,1
0.3016,0.0126,7.56,9.55,0,1
0.3091,0.0128,7.1,9.25,0,1
0.3089,0.0,7.02,9.25,0,1
0.3309,0.0,7.06,9.22,0,1
0.3047,0.0,7.2,8.75,0,1
0.3183,0.0123,6.72,9.04,0,1
0.3339,0.0129,6.83,8.44,0,1
0.3373,0.0129,7.32,8.74,0,1
0.3308,0.0,7.5,8.69,0,1
0.3382,0.0126,7.34,8.66,0,1
0.3275,0.0124,7.77,8.89,0,1
0.341,0.0,7.46,8.68,0,1
0.3462,0.0124,7.87,8.84,0,1
0.3181,0.0127,8.33,8.87,0,1
0.3317,0.0124,7.81,8.74,0,1
0.3452,0.0126,7.68,8.59,0,1
0.328,0.0124,7.82,8.45,0,1
0.3403,0.0,7.23,8.3,0,1
0.3434,0.0124,7.41,8.47,0,1
0.3433,0.0,7.78,8.18,0,1
0.352,0.0124,7.85,8.6,0,1
0.3109,0.0,8.09,8.2,0,1
0.3384,0.0,7.28,8.89,0,1
0.3288,0.0,8.62,9.0,0,1
0.3114,0.0,8.3,8.96,0,1
0.3284,0.013,7.82,9.2,0,1
0.3332,0.0,8.03,9.61,0,1
0.32,0.0135,8.48,10.61,0,1
0.325,0.0133,8.53,10.65,0,1
0.3101,0.0135,8.06,11.44,0,1
0.3047,0.0133,8.11,11.54,0,1
0.3172,0.0133,7.42,11.58,0,1
0.3082,0.0133,8.31,11.48,0,1
0.3291,0.0133,7.51,10.99,0,1
0.316,0.0,7.49,10.86,0,1
0.3374,0.0,7.47,10.63,0,1
0.3157,0.0183,8.14,10.13,0,1
0.3135,0.0188,8.13,9.5,0,1
0.3281,0.0,7.57,8.72,0,1
0.3351,0.0184,7.41,8.58,0,1
0.3349,0.0129,7.89,8.76,0,1
0.3513,0.0,7.8,8.53,0,1
0.3559,0.0132,7.95,8.76,0,1
0.3761,0.0125,7.75,9.11,0,1
0.3404,0.013,7.89,9.09,0,1
0.3451,0.0129,8.38,8.81,0,1
0.3676,0.0,7.72,8.99,0,1
0.3451,0.0125,8.27,8.87,0,1
0.3463,0.0,7.55,8.96,0,1
0.382,0.0,7.72,9.0,0,1
0.3565,0.0128,7.96,8.66,0,1
0.3419,0.0,8.08,8.77,0,1
0.3343,0.0,7.8,8.85,0,1
0.3588,0.0128,7.66,9.09,0,1
0.2541,0.0127,8.62,9.03,0,1
0.2926,0.0,8.58,10.01,0,1
0.3348,0.0141,9.15,11.43,0,1
0.3846,0.0143,9.33,13.12,0,1
0.3747,0.0,9.13,13.8,0,1
0.424,0.0,9.14,14.3,0,1
0.4188,0.0,8.94,14.97,0,1
0.3816,0.0165,9.58,15.09,0,1
0.3644,0.0157,10.12,14.64,0,1
0.4206,0.0,9.5,14.33,0,1
0.3708,0.0,9.35,14.42,0,1
0.3839,0.0,10.34,14.33,0,1
0.3885,0.0155,9.55,14.36,0,1
0.3343,0.0155,8.59,14.21,0,1
0.1456,0.0148,9.02,14.08,0,1
0.2831,0.0,8.45,13.04,0,1
0.3422,0.0,7.77,12.52,0,1
0.3416,0.0,7.04,11.22,0,1
0.3342,0.0,7.58,10.71,0,1
0.3151,0.0132,7.32,10.36,0,1
0.3251,0.0132,7.29,10.24,0,1
0.3471,0.0136,6.66,9.98,0,1
0.3521,0.0129,6.73,9.68,0,1
0.3461,0.013,6.89,9.63,0,1
0.3792,0.0132,6.77,9.52,0,1
0.3677,0.013,7.32,9.64,0,1
0.3718,0.0,7.44,9.65,0,1
0.3549,0.0,7.55,9.64,0,1
0.3964,0.0143,7.51,10.6,0,1
0.3769,0.0,9.09,11.83,0,1
0.4019,0.0146,8.59,14.06,0,1
0.4482,0.0157,7.93,15.19,0,1
0.4404,0.0157,7.97,15.6,0,1
0.3652,0.0,8.31,15.17,0,1
0.413,0.0157,7.98,15.82,0,1
0.4624,0.0163,7.25,15.49,0,1
0.4241,0.0,7.25,15.92,0,1
0.37,0.0,7.44,16.18,0,1
0.2562,0.0163,7.36,15.97,0,1
0.3353,0.0,6.97,14.86,0,1
0.337,0.0,6.46,14.01,0,1
0.3508,0.0146,6.47,12.95,0,1
0.365,0.0,6.03,12.42,0,1
0.3557,0.0139,6.13,11.63,0,1
0.3497,0.0137,5.77,11.19,0,1
0.3534,0.0,5.13,10.96,0,1
0.3421,0.0,5.92,10.74,0,1
0.2119,0.0363,-2.81,9.65,0,1
0.2347,0.0538,0.51,7.56,0,1
0.3178,0.0132,4.78,9.62,0,1
0.3713,0.0126,4.92,9.81,0,1
0.3835,0.0191,6.26,9.92,0,1
0.364,0.0,6.16,10.12,0,1
0.3757,0.0188,5.88,9.91,0,1
0.3705,0.0132,5.47,9.79,0,1
0.3747,0.013,5.73,9.59,0,1
0.3677,0.0,5.37,9.75,0,1
0.3853,0.0134,5.55,9.84,0,1
0.3865,0.0,5.94,10.14,0,1
0.3831,0.0,5.83,10.05,0,1
0.3917,0.0135,5.82,10.11,0,1
0.3733,0.0135,5.63,9.95,0,1
0.3805,0.0135,5.71,9.91,0,1
0.3763,0.0135,5.33,10.27,0,1
0.3931,0.0,5.61,10.19,0,1
0.3892,0.0134,5.64,10.33,0,1
0.3677,0.0137,5.79,10.11,0,1
0.377,0.0134,5.48,10.04,0,1
0.3828,0.0,5.05,10.27,0,1
0.3837,0.0135,5.88,10.21,0,1
0.3845,0.0135,5.84,10.17,0,1
0.3757,0.0,5.68,10.32,0,1
0.3851,0.0,5.23,9.87,0,1
0.3627,0.0,5.62,10.08,0,1
0.3393,0.0145,6.3,11.15,0,1
0.3788,0.0,7.23,12.59,0,1
0.4083,0.015,7.88,13.96,0,1
0.4434,0.0,8.97,15.11,0,1
0.4593,0.0,8.95,15.31,0,1
0.4575,0.0155,9.9,15.61,0,1
0.3943,0.0,9.85,16.06,0,1
0.2117,0.0162,9.07,15.54,0,1
0.4109,0.0,9.6,15.4,0,1
0.3681,0.0,9.67,14.71,0,1
0.3877,0.015,9.17,13.84,0,1
0.3897,0.0148,8.52,13.34,0,1
0.3858,0.015,9.14,12.94,0,1
0.359,0.0144,8.36,12.72,0,1
0.3514,0.0142,7.89,12.33,0,1
0.3684,0.0203,6.71,11.35,0,1
0.373,0.014,6.77,11.36,0,1
0.3413,0.0,7.58,11.11,0,1
0.3676,0.0142,6.93,10.99,0,1
0.3643,0.0138,7.07,10.67,0,1
0.3646,0.0136,6.99,10.74,0,1
0.371,0.0146,7.21,10.73,0,1
0.3778,0.0143,6.97,10.68,0,1
0.3853,0.0138,6.67,10.64,0,1
0.3736,0.0,6.83,10.58,0,1
0.3571,0.0134,7.1,10.85,0,1
0.3533,0.0,6.95,10.35,0,1
0.3639,0.0,6.3,10.55,0,1
0.3708,0.0138,6.97,10.9,0,1
0.387,0.0138,6.63,11.75,0,1
0.3599,0.0146,6.9,12.24,0,1
0.4203,0.0,8.35,13.49,0,1
0.4031,0.0163,7.94,15.23,0,1
0.4811,0.0,7.64,16.55,0,1
0.4838,0.0165,8.11,16.83,0,1
0.4544,0.0,8.77,16.34,0,1
0.4616,0.0,8.12,16.33,0,1
0.2171,0.016,7.54,14.99,0,1
0.2428,0.0,7.15,13.94,0,1
0.3547,0.0,6.69,13.09,0,1
0.3442,0.0139,7.23,12.56,0,1
0.3087,0.0135,7.05,11.45,0,1
0.3172,0.0,7.6,10.95,0,1
0.3395,0.0139,6.83,10.05,0,1
0.3271,0.0,6.92,9.37,0,1
0.3473,0.0,7.15,8.96,0,1
0.3603,0.0,6.67,8.7,0,1
0.3423,0.0129,6.45,8.15,0,1
0.335,0.0131,6.6,7.97,0,1
0.3427,0.0,6.48,8.08,0,1
0.3402,0.0,6.5,7.66,0,1
0.3475,0.0128,6.05,7.5,0,1
0.3401,0.0129,5.9,7.37,0,1
0.3241,0.0,5.88,7.07,0,1
0.3322,0.0178,5.82,6.89,0,1
0.3224,0.018,5.97,7.19,0,1
0.3121,0.0126,5.34,7.27,0,1
0.3396,0.0126,4.71,7.16,0,1
0.344,0.0123,5.37,7.12,0,1
0.3332,0.0126,4.8,7.01,0,1
0.3354,0.0,5.17,7.14,0,1
0.3329,0.0186,4.22,7.16,0,1
0.3255,0.0,4.33,7.23,0,1
0.3359,0.0,4.97,7.26,0,1
0.3346,0.0132,4.6,7.23,0,1
0.3502,0.0,4.7,7.27,0,1
0.3383,0.0,4.76,6.99,0,1
0.3395,0.0,4.19,7.03,0,1
0.3238,0.0,4.71,7.06,0,1
0.334,0.0,4.43,7.26,0,1
0.3315,0.0,4.73,7.54,0,1
0.3556,0.013,5.47,7.09,0,1
0.3665,0.0132,5.49,6.94,0,1
0.3489,0.0,5.96,7.11,0,1
0.3643,0.0125,6.24,7.15,0,1
0.3372,0.0,6.18,7.08,0,1
0.3478,0.0179,6.56,7.17,0,1
0.3269,0.013,6.11,7.07,0,1
0.3538,0.0,6.54,7.21,0,1
0.3259,0.0181,7.17,7.44,0,1
0.3321,0.0,6.69,7.36,0,1
0.3282,0.0127,6.57,7.39,0,1
0.3283,0.0179,7.18,7.31,0,1
0.3252,0.0132,6.89,7.5,0,1
0.3391,0.0,7.11,7.48,0,1
0.3293,0.0128,7.39,7.65,0,1
0.321,0.0179,6.88,7.63,0,1
0.3288,0.0127,7.01,7.76,0,1
0.3222,0.0,6.95,7.55,0,1
0.3044,0.0132,6.87,7.47,0,1
0.324,0.0129,6.77,7.54,0,1
0.2943,0.0126,7.03,7.32,0,1
0.3303,0.0,7.21,7.21,0,1
0.3416,0.0122,7.24,7.52,0,1
0.3367,0.0175,7.26,7.62,0,1
0.3155,0.0127,6.93,7.48,0,1
0.3049,0.0124,7.26,7.24,0,1
0.3449,0.0179,6.97,7.32,0,1
0.3442,0.0175,6.8,7.3,0,1
0.3397,0.0125,6.8,7.43,0,1
0.3356,0.0,6.67,7.63,0,1
0.3356,0.0125,6.7,7.23,0,1
0.338,0.0177,6.39,7.29,0,1
0.3235,0.0127,5.93,7.5,0,1
0.3259,0.0,6.19,7.37,0,1
0.3451,0.0,6.08,7.25,0,1
0.3376,0.0,6.12,7.19,0,1
0.3263,0.0124,6.55,7.25,0,1
0.3584,0.0,6.15,7.16,0,1
0.3389,0.013,6.23,7.11,0,1
0.3339,0.0,6.11,7.2,0,1
0.3251,0.0,6.34,7.31,0,1
0.2868,0.0177,6.7,6.93,0,1
0.2784,0.0,6.62,7.15,0,1
0.2806,0.0131,6.32,7.31,0,1
0.2801,0.0125,6.95,7.37,0,1
0.2995,0.0,6.66,7.47,0,1
0.2826,0.0126,7.16,7.09,0,1
0.2673,0.0,6.79,7.4,0,1
0.2539,0.0,6.73,7.48,0,1
0.246,0.0,7.67,7.48,0,1
0.2685,0.0,7.3,7.57,0,1
0.2389,0.0124,7.3,7.55,0,1
0.2527,0.014,-5.88,5.29,0,1
0.3479,0.0127,7.12,7.8,0,1
0.3351,0.0129,7.64,8.38,0,1
0.3424,0.0,7.14,8.6,0,1
0.3335,0.0127,6.8,8.8,0,1
0.3224,0.0127,6.93,8.58,0,1
0.3583,0.0,6.23,8.77,0,1
0.3288,0.0,6.72,8.83,0,1
0.3449,0.0,5.95,8.64,0,1
0.3619,0.0,5.91,8.87,0,1
0.3506,0.0,6.31,8.54,0,1
0.3475,0.0132,6.21,8.58,0,1
0.3344,0.0,6.23,8.78,0,1
0.3542,0.0,6.21,8.34,0,1
0.3527,0.0,6.16,8.46,0,1
0.3445,0.0134,5.8,8.27,0,1
0.3397,0.0,6.23,8.3,0,1
0.3578,0.0,6.21,8.24,0,1
0.3588,0.0132,6.28,8.1,0,1
0.3641,0.0128,6.74,7.85,0,1
0.3625,0.0,6.07,8.08,0,1
0.3657,0.0,5.87,7.89,0,1
0.3518,0.0128,6.65,7.56,0,1
0.3575,0.0181,6.55,7.62,0,1
0.3402,0.0128,7.1,7.57,0,1
0.3267,0.0126,6.83,7.5,0,1
0.3459,0.0,6.33,7.53,0,1
0.3422,0.0126,6.8,7.27,0,1
0.3587,0.0127,6.35,7.76,0,1
0.3467,0.0176,6.54,7.3,0,1
0.341,0.0124,6.74,7.56,0,1
0.3364,0.0178,6.57,6.95,0,1
0.3358,0.0,6.93,7.16,0,1
0.3364,0.0176,6.75,6.91,0,1
0.3409,0.0126,7.12,7.29,0,1
0.3414,0.013,7.03,7.42,0,1
0.3505,0.0,7.23,7.42,0,1
0.3375,0.0126,7.37,7.8,0,1
0.3327,0.0126,7.87,7.88,0,1
0.3243,0.0125,8.11,8.13,0,1
0.3263,0.0183,7.84,8.21,0,1
0.2735,0.0,8.51,8.39,0,1
0.2394,0.0,9.26,8.78,0,1
0.2541,0.0132,9.11,8.75,0,1
0.2846,0.0132,9.63,9.25,0,1
0.2987,0.0134,9.9,9.52,0,1
0.3075,0.0133,10.06,9.58,0,1
0.2961,0.019,9.65,9.63,0,1
0.2965,0.0135,10.26,9.83,0,1
0.3161,0.0,9.98,9.97,0,1
0.3144,0.0193,10.54,10.08,0,1
0.3235,0.0135,9.91,9.98,0,1
0.3394,0.0137,9.29,10.03,0,1
0.3328,0.0137,8.93,10.11,0,1
0.3307,0.0137,8.57,10.01,0,1
0.3357,0.0,8.32,9.9,0,1
0.3334,0.0193,8.18,9.88,0,1
0.3292,0.019,7.91,9.71,0,1
0.3234,0.0136,8.24,9.77,0,1
0.3199,0.0,8.05,9.64,0,1
0.318,0.019,8.18,9.39,0,1
0.3379,0.014,7.89,9.4,0,1
0.3185,0.0193,7.62,9.5,0,1
0.3449,0.019,7.09,9.35,0,1
0.3352,0.0136,7.84,9.61,0,1
0.3466,0.0192,7.27,9.49,0,1
0.3222,0.0,7.48,9.43,0,1
0.3352,0.0,6.77,9.36,0,1
0.3411,0.0136,6.78,9.4,0,1
0.3037,0.0,7.52,9.93,0,1
0.3403,0.0138,7.09,9.99,0,1
0.3038,0.0138,7.63,10.15,0,1
0.3512,0.0138,7.35,10.6,0,1
0.3287,0.0136,7.13,10.46,0,1
0.3411,0.0198,7.88,10.19,0,1
0.3367,0.0193,7.28,9.77,0,1
0.3383,0.0193,7.42,9.6,0,1
0.3226,0.0136,6.96,9.58,0,1
0.3102,0.0,6.82,9.67,0,1
0.3419,0.0131,6.47,9.8,0,1
0.3009,0.0135,6.45,9.42,0,1
0.3298,0.0,6.54,9.49,0,1
0.3399,0.0135,6.6,9.55,0,1
0.3191,0.0138,7.0,9.74,0,1
0.3331,0.0,6.74,9.66,0,1
0.3249,0.014,7.18,9.54,0,1
0.3187,0.0,6.58,9.51,0,1
0.3014,0.0133,7.18,9.45,0,1
0.3022,0.0135,7.13,9.05,0,1
0.3205,0.0136,7.28,9.06,0,1
0.3223,0.0188,6.88,8.52,0,1
0.323,0.0136,6.92,8.53,0,1
0.3171,0.019,7.09,8.24,0,1
0.3259,0.0131,6.96,8.61,0,1
0.3395,0.0131,6.88,8.73,0,1
0.3255,0.0,7.55,8.93,0,1
0.3288,0.0131,8.36,8.87,0,1
0.3397,0.0129,8.08,8.84,0,1
0.3275,0.0133,8.37,9.42,0,1
0.3327,0.0188,7.8,9.43,0,1
0.297,0.0131,7.57,9.4,0,1
0.3155,0.0138,6.58,9.32,0,1
0.3301,0.014,5.97,9.37,0,1
0.3428,0.0135,5.91,9.48,0,1
0.3259,0.0131,6.16,9.38,0,1
0.3305,0.0133,5.66,9.5,0,1
0.3371,0.019,6.1,9.19,0,1
0.3412,0.0131,5.69,9.12,0,1
0.3335,0.0,6.72,8.96,0,1
0.3402,0.0138,6.33,9.21,0,1
0.3491,0.0,6.85,9.16,0,1
0.3418,0.0195,6.68,8.73,0,1
0.3651,0.0132,7.25,8.6,0,1
0.3562,0.0139,6.9,8.45,0,1
0.3258,0.0,7.19,8.59,0,1
0.3393,0.0,7.41,8.72,0,1
0.3359,0.0134,7.72,8.59,0,1
0.3287,0.0187,8.14,9.0,0,1
0.3394,0.02,8.11,9.06,0,1
0.3669,0.0139,9.93,10.67,0,1
0.3602,0.0222,10.52,13.76,0,1
0.3768,0.0234,11.08,15.24,0,1
0.3969,0.0,11.48,15.64,0,1
0.4336,0.0168,10.84,15.73,0,1
0.4202,0.0,10.98,15.86,0,1
0.4122,0.0163,10.88,15.82,0,1
0.3699,0.016,10.32,14.93,0,1
0.391,0.016,9.7,14.82,0,1
0.3923,0.0157,8.95,14.51,0,1
0.2375,0.0,9.32,14.03,0,1
0.1759,0.0,8.5,12.93,0,1
0.3241,0.015,7.22,12.34,0,1
0.3429,0.0,7.33,11.36,0,1
0.3655,0.0141,7.41,10.82,0,1
0.3383,0.0,7.26,10.43,0,1
0.3478,0.0137,6.98,9.97,0,1
0.3637,0.0191,6.98,9.9,0,1
0.3438,0.0137,6.8,9.44,0,1
0.3378,0.0137,6.59,9.49,0,1
0.322,0.0137,6.98,9.65,0,1
0.3519,0.0202,6.7,9.71,0,1
0.3163,0.0198,7.06,9.76,0,1
0.342,0.0,6.94,9.97,0,1
0.3323,0.0195,6.94,9.84,0,1
0.3354,0.0,7.07,8.79,0,1
0.3454,0.0125,8.34,7.82,0,1
0.3281,0.0,8.13,5.42,0,1
0.3596,0.0175,8.12,4.52,0,1
0.3278,0.0,8.2,2.9,0,1
0.2578,0.017,-2.78,5.56,0,1
0.3225,0.0121,8.63,1.94,0,1
0.3291,0.0,8.38,2.08,0,1
0.3265,0.0167,8.05,2.36,0,1
0.3355,0.0,7.98,2.83,0,1
0.3228,0.0,8.33,2.78,0,1
0.3385,0.0118,8.43,4.08,0,1
0.3328,0.012,8.11,5.09,0,1
0.3289,0.0123,8.19,5.27,0,1
0.3167,0.0121,7.99,6.23,0,1
0.313,0.0172,7.55,6.85,0,1
0.3202,0.0,7.06,7.15,0,1
0.3104,0.0126,7.3,7.23,0,1
0.3127,0.0128,6.78,7.52,0,1
0.3349,0.0,6.72,7.52,0,1
0.3358,0.0133,6.91,7.68,0,1
0.3256,0.0129,6.59,7.7,0,1
0.32,0.0131,6.25,7.94,0,1
0.34,0.0131,6.46,8.02,0,1
0.3341,0.0134,6.45,8.2,0,1
0.3258,0.0,6.57,8.04,0,1
0.3231,0.0129,6.51,8.06,0,1
0.3527,0.0131,6.86,7.96,0,1
0.3299,0.0184,6.72,8.03,0,1
0.3333,0.0129,6.84,7.96,0,1
0.3559,0.0133,6.68,8.06,0,1
0.3326,0.0127,6.28,8.25,0,1
0.3466,0.013,6.44,8.27,0,1
0.3545,0.0188,6.52,8.35,0,1
0.3368,0.0,6.45,8.26,0,1
0.3692,0.0133,6.55,8.36,0,1
0.3605,0.0131,7.05,8.25,0,1
0.3488,0.0131,7.2,8.21,0,1
0.3488,0.0,7.4,8.56,0,1
0.3538,0.0133,7.5,8.55,0,1
0.3326,0.0135,7.42,8.82,0,1
0.3569,0.0135,7.43,8.9,0,1
0.3366,0.0137,8.49,9.5,0,1
0.3234,0.0135,8.99,9.46,0,1
0.3457,0.0139,9.3,9.87,0,1
0.3294,0.0192,9.72,9.91,0,1
0.3341,0.0139,9.99,9.98,0,1
0.3439,0.0197,10.08,10.09,0,1
0.3254,0.0,9.78,10.22,0,1
0.3227,0.0139,10.32,10.23,0,1
0.3493,0.0137,10.83,10.6,0,1
0.3411,0.0139,10.83,10.46,0,1
0.3481,0.0139,10.72,10.35,0,1
0.3657,0.0,10.87,10.87,0,1
0.3759,0.0143,11.41,11.48,0,1
0.374,0.0,12.24,13.45,0,1
0.3842,0.0157,11.78,14.55,0,1
0.4024,0.0,11.57,14.94,0,1
0.4064,0.0,11.93,15.65,0,1
0.22,0.0,11.23,15.36,0,1
0.3336,0.0152,11.84,15.28,0,1
0.3835,0.0155,11.88,14.35,0,1
0.3766,0.0,11.91,13.85,0,1
0.3744,0.0154,11.52,13.12,0,1
0.3351,0.0147,11.39,12.66,0,1
0.3323,0.0142,11.11,12.48,0,1
0.3581,0.0142,11.34,12.16,0,1
0.3301,0.0145,11.42,12.0,0,1
0.3355,0.0143,11.38,11.88,0,1
0.3355,0.0144,12.09,12.29,0,1
0.3443,0.0143,11.88,11.8,0,1
0.3492,0.015,12.14,12.14,0,1
0.3462,0.0141,10.75,12.1,0,1
0.3416,0.0,11.18,11.48,0,1
0.3264,0.0139,11.71,11.17,0,1
0.3345,0.0202,12.21,11.2,0,1
0.3357,0.0,13.65,11.24,0,1
0.353,0.0198,12.0,11.85,0,1
0.3345,0.0144,11.61,11.66,0,1
0.341,0.0146,11.65,11.88,0,1
0.3276,0.0142,11.77,11.6,0,1
0.3565,0.0144,12.21,11.54,0,1
0.3532,0.0,11.2,11.98,0,1
0.3124,0.0,11.34,11.82,0,1
0.3569,0.0,11.75,12.4,0,1
0.3266,0.0142,10.67,12.26,0,1
0.3532,0.0147,12.61,12.86,0,1
0.3502,0.0146,12.2,12.3,0,1
0.3442,0.0142,11.84,12.46,0,1
0.3582,0.0,11.62,11.94,0,1
0.3616,0.0,11.09,12.24,0,1
0.3404,0.0,12.57,11.91,0,1
0.3112,0.0,11.74,12.15,0,1
0.3328,0.0,12.18,11.49,0,1
0.3251,0.014,12.11,12.37,0,1
0.3067,0.0,12.4,11.8,0,1
0.3839,0.0,12.45,11.78,0,1
0.326,0.0142,11.55,12.28,0,1
0.3455,0.0142,12.39,12.18,0,1
0.3373,0.0,12.14,12.33,0,1
0.3334,0.0142,12.38,12.24,0,1
0.3498,0.0144,12.76,12.42,0,1
0.3407,0.0137,11.13,12.69,0,1
0.3647,0.0142,11.81,12.45,0,1
0.3728,0.0,10.88,11.97,0,1
0.3821,0.0142,11.06,12.4,0,1
0.3355,0.0146,11.45,11.96,0,1
0.3514,0.0,11.31,12.19,0,1
0.3516,0.0,11.15,12.41,0,1
0.3524,0.0,10.7,11.85,0,1
0.3256,0.0138,10.73,12.38,0,1
0.3455,0.0,11.52,12.03,0,1
0.3588,0.0144,9.35,11.75,0,1
0.3432,0.0,9.56,12.0,0,1
0.3762,0.0,10.17,13.05,0,1
0.3558,0.0,9.04,15.26,0,1
0.3336,0.0,8.24,16.3,0,1
0.3787,0.0,8.19,16.27,0,1
0.3992,0.0159,8.53,15.56,0,1
0.4223,0.0149,6.95,16.15,0,1
0.3682,0.0,7.56,15.68,0,1
0.3913,0.0,6.63,15.54,0,1
0.3963,0.0,6.48,15.1,0,1
0.3812,0.0,7.52,13.71,0,1
0.3722,0.0,8.05,14.19,0,1
0.351,0.0,7.83,14.81,0,1
0.3831,0.0147,8.12,14.16,0,1
0.3759,0.0,9.93,13.54,0,1
0.3579,0.0143,8.84,13.7,0,1
0.3524,0.0145,10.43,13.91,0,1
0.3744,0.0205,8.34,14.51,0,1
0.3717,0.0145,9.11,13.67,0,1
0.3558,0.0,10.13,13.98,0,1
0.343,0.0,9.63,14.2,0,1
0.3487,0.0,9.52,13.81,0,1
0.3644,0.0143,9.09,13.47,0,1
0.3706,0.0,9.35,13.39,0,1
0.3491,0.0,10.38,12.45,0,1
0.378,0.0,10.46,13.76,0,1
0.3694,0.0,10.43,12.77,0,1
0.3499,0.0143,10.74,12.43,0,1
0.3672,0.0,11.14,10.89,0,1
0.3583,0.0143,10.42,10.33,0,1
0.3618,0.0137,10.02,9.97,0,1
0.337,0.0138,11.01,8.94,0,1
0.3693,0.0137,10.32,9.91,0,1
0.3433,0.0134,10.48,9.11,0,1
0.3506,0.0137,9.98,8.89,0,1
0.3698,0.0,9.71,8.57,0,1
0.3566,0.0135,9.16,8.69,0,1
0.3563,0.0,8.79,8.53,0,1
0.339,0.0,8.82,8.55,0,1
0.3498,0.0131,7.96,8.21,0,1
0.3441,0.0135,7.88,8.71,0,1
0.2418,0.0235,-4.78,8.66,0,1
0.3677,0.0132,7.41,6.58,0,1
0.3401,0.0181,8.13,7.51,0,1
0.3347,0.0181,8.0,7.46,0,1
0.3429,0.0126,7.56,7.37,0,1
0.3335,0.013,7.43,7.84,0,1
0.3436,0.0127,7.59,7.7,0,1
0.3504,0.0131,7.29,7.64,0,1
0.3424,0.0,7.38,7.83,0,1
0.34,0.0126,7.51,7.66,0,1
0.3359,0.0131,7.37,7.98,0,1
0.3566,0.0185,7.76,7.86,0,1
0.32,0.0,7.24,7.46,0,1
0.3447,0.0,6.84,7.12,0,1
0.3346,0.013,6.6,7.19,0,1
0.3198,0.0,6.61,7.23,0,1
0.343,0.0,6.69,7.34,0,1
0.3279,0.0127,6.25,7.52,0,1
0.322,0.0129,5.84,7.6,0,1
0.3338,0.0134,5.84,7.78,0,1
0.3557,0.0132,5.19,7.69,0,1
0.3571,0.0132,5.46,7.54,0,1
0.3431,0.0,5.69,7.19,0,1
0.3333,0.0181,5.88,6.94,0,1
0.347,0.0,5.99,6.84,0,1
0.337,0.0,6.11,6.13,0,1
0.3399,0.0128,6.07,6.49,0,1
0.3189,0.0131,6.17,5.9,0,1
0.3649,0.0,5.51,6.59,0,1
0.3436,0.0,6.6,6.96,0,1
0.3601,0.0,5.87,6.93,0,1
0.3606,0.0189,6.53,7.47,0,1
0.3359,0.0132,6.08,7.58,0,1
0.3197,0.0,7.18,7.76,0,1
0.3509,0.0135,6.82,8.19,0,1
0.3383,0.0135,7.87,8.44,0,1
0.3531,0.0188,7.38,8.54,0,1
0.3501,0.0133,7.94,8.38,0,1
0.3751,0.0137,7.88,8.59,0,1
0.3657,0.0,7.5,8.68,0,1
0.3411,0.0135,7.75,9.08,0,1
0.3399,0.0184,8.25,8.5,0,1
0.3115,0.0,7.89,8.59,0,1
0.2987,0.0188,7.82,9.09,0,1
0.2922,0.013,7.95,8.63,0,1
0.2987,0.0133,7.41,8.89,0,1
0.2842,0.013,7.35,8.61,0,1
0.2923,0.0,7.32,8.44,0,1
0.3028,0.013,7.82,8.64,0,1
0.2911,0.0135,7.74,8.75,0,1
0.2908,0.0,8.04,8.57,0,1
0.3043,0.0139,7.7,8.64,0,1
0.3103,0.0136,7.88,8.48,0,1
0.1832,0.0133,8.03,8.81,0,1
0.199,0.0,7.94,8.89,0,1
0.3166,0.0189,8.9,9.13,0,1
0.3246,0.014,8.59,9.14,0,1
0.3237,0.0188,8.86,9.18,0,1
0.3598,0.0136,8.82,8.94,0,1
0.3395,0.0184,8.67,8.49,0,1
0.3459,0.0134,9.14,8.37,0,1
0.3548,0.0132,8.34,7.83,0,1
0.3557,0.0132,8.61,7.87,0,1
0.342,0.0134,8.52,8.49,0,1
0.3436,0.0134,8.67,7.93,0,1
0.3482,0.013,8.4,8.41,0,1
